,word,meaning_jp,meaning_cn,example_jp,example_cn
360,動詞,2. 英語でいうところの動詞にあたる語。,2. 对应于英语中的动词的词语。,A: これから日本に旅行するんだけど、現地で何か役に立つ日本語はある？B: 動詞の活用形を覚えると役に立つよ。,A: 我打算去日本旅行，有什么在当地会有用的日语吗？B: 记住动词的活用形会很有用的。
361,十,1. 数字の10,1. 数字10,A: パズルで数字を集めてるんだけど、10が見つからないなあ。B: 10はここにあるよ。,A: 我在做拼图，但找不到数字10。B: 数字10在这里。
362,十,2. 十干の一つ,2. 十干之一,A: 今日の干支は何だっけ？B: 申年だよ。申は十干の一つでね。,A: 今天是什么干支来着？B: 是申年。申是十干之一。
363,十,3. 十種類のうちの一つ,3. 十种之一,A: 今日のお菓子は何？B: 今日は「十」という和菓子だよ。,A: 今天的点心是什么？B: 今天是和菓子「十」。
364,十日,1. 10日間の期間,1. 十天的时间段,A: 来週の予定はどう？B: 十日から二十日まで出張で、それ以外は空いているよ。,A: 下周的计划怎么样？B: 从十号到二十号出差，其他时间都有空。
365,十日,2. 月の中旬、10日頃,2. 月中旬，大约10号左右,A: 来週の予定は？B: 十日くらいには新しい商品が届くから、それをチェックしに行こうかな。,A: 下周的计划是什么？B: 大约十号左右新货会到货，我想去看看。
366,千,1. 1000の数を表す,1.表示1000的数目,A: この本の値段はいくらですか？B: 2千円です。,A: 这本书多少钱？B: 2000日元。
367,千,2. 数が多いことを表す,2.表示数量多,A: あの工場の従業員は何人くらいいるんだろう？B: 千人以上いると思うよ。,A: 那家工厂的员工大概有多少人呢？B: 我想可能有上千人。
368,千,3. 仏教で、世界を構成する最小の単位を表す,3.佛教中表示构成世界最小单位的概念,A: 千光寺ってどういう意味ですか？B: 仏教用語で、千という数を超える光があるという意味です。,A: 千光寺是什么意思？B: 这是一个佛教术语，表示超过千的数量的光。
369,半,1. 二つに分けたうちの一方、半分,1. 一半，分成两半的一部分,A: ケーキ、半分だけもらっていい？B: いいよ、残り半分は私が食べるから。,A: 蛋糕可以只拿一半吗？B: 没问题，剩下的半个给我吃。
370,半,2. 午前と午後のうちの前半部分,2.上午和下午的前半部分,A: 会議の時間って何時からだっけ？B: 午後の半分からだよ。,A: 会议时间是从几点开始的来着？B: 从下午的一半开始。
371,半,3. ある程度の時間、量、程度など,3. 一定的时间、量、程度等,A: この薬、半錠でいいの？B: うん、症状が軽いなら半錠で十分だよ。,A: 这个药，半片就可以了吗？B: 是的，如果症状不严重的话，半片就足够了。
372,卓球,1. 球技の一つで、2人または4人が台の上でラケットを使ってボールを打ち合うスポーツ。英語で「テーブルテニス」。,1. 一种球类运动，由两个或四个人使用球拍在桌子上打球。用英语称为“乒乓球”。,A: 今週末、卓球をやろうよ。B: いいね、でも久しぶりだから私弱くなっちゃったかも。,A: 这个周末，我们来打乒乓球吧。B: 好啊，但我已经很久没打了，可能已经打弱了。
373,卵,1. 鳥や爬虫類、両生類、魚類などの産卵器官から産み出される、胚が含まれる卵黄と卵白からなるもの。,1.由禽类、爬行类、两栖类、鱼类等产卵器官产生的，包含胚胎的蛋黄和蛋白质。,A: 今日の朝食は何がいい？B: 卵料理はどう？A: いいね！私は卵焼きが好きだ。,A: 今天早餐想吃点什么？B: 鸡蛋料理怎么样？A: 好啊！我喜欢玉子烧。
374,卵,2. 未成熟な卵子。,2.未成熟的卵子。,A: 妊娠を考えているの？B: はい、でも卵巣が悪くて卵が取れないんだ。A: そうなんだ、早く治療を受けたら？,A: 你在考虑怀孕吗？B: 是的，但我的卵巢有问题，无法取卵。A: 是啊，那你快去治疗吧。
375,友達,1. 一緒に遊んだり、話をしたりする親しい間柄の人,1. 一起玩，聊天的亲密朋友,A: あの人、あなたの友達？B: うん、中学校からの友達だよ。,A: 那个人是你的朋友吗？B: 是的，从中学时代开始就是好朋友了。
376,友達,2. 支援を求める側の人,2. 求助的一方,A: 彼は私に借りたお金を返してくれないの。B: そうなの？友達に言ってみたら？,A: 他没还我借给他的钱。B: 是吗？你找你的朋友帮忙一下吧。
377,取る,1. 手に取る、つかむ,1. 拿起，抓住,A: この本、借りていい？B: ええ、どうぞ取って。,A: 这本书可以借吗？B: 嗯，拿去吧。
378,取る,2. 受け取る、もらう,2. 接受，收到,A: 明日、荷物を取りに行くことができますか？B: はい、いつ頃ですか？A: 朝の9時ごろです。B: 了解、受け取っておきます。,A: 明天能去拿包裹吗？B: 好的，大约什么时候？A: 大约早上9点左右。B: 好的，我会收下的。
379,取る,3. 取り上げる、没収する,3. 没收，取走,A: パーティーで騒いでいる人たちには、携帯電話を取り上げることになりました。B: そうですか、ちょっと厳しいかもしれませんね。,A: 对于在派对上吵闹的人，我们会没收他们的手机。B: 是吗，这可能有点严厉。
380,取る,4. 手に入れる、獲得する,4. 得到，获得,A: あの車、いいなあ。いくらするの？B: たしか、200万円ぐらいだったと思うよ。A: ふーん、お金を貯めて、いつか手に取りたいなあ。,A: 那辆车真不错。多少钱啊？B: 大概是200万日元左右吧。A: 嗯，存钱，总有一天我要得到它。
381,取る,5. 電話を取る、電話に出る,5. 接电话,A: あの人に電話をかけたの？B: うん、取ったよ。,A: 你给那个人打电话了吗？B: 嗯，接通了。
382,取る,6. （時間を）要する、必要とする,6. 需要，花费时间,A: このプロジェクト、いつまでに完成するの？B: 大体3か月ぐらい取ると思います。,A: 这个项目要什么时候完成？B: 大概需要三个月左右的时间。
383,取る,7. 言い表す、述べる,7. 表达，陈述,A: あの人、怒っているように見えるけど、どう思う？B: そうかな？彼女は何も言ってなかったけど、表情から取れたんじゃない？A: そうかもしれないね。,A: 那个人看起来很生气，你觉得呢？B: 是吗？虽然她什么也没说，但是从她的表情来看，可能是这样吧。A: 可能是吧。
384,取る,8. （言葉を）信じる、受け入れる,8. 相信，接受（言语）,A: 彼は嘘をついているよ。B: うーん、でも私は彼の話を取るよ。,A: 他在说谎。B: 嗯，但是我相信他说的话。
385,台,1. 上に物を乗せる平らな板、台板。,1. 放置物品的平板，台板。,A: この大理石のテーブルの上に花瓶を置くのはどう？B: それは素晴らしいアイデアだね、この台はとても美しい。,A: 在这个大理石桌子上放一个花瓶怎么样？B: 那真是个好主意，这个台非常漂亮。
386,台,2. 機械や器具などを載せる台。,2. 放置机器或设备的台。,A: あの工場の大型機械はどこで修理するの？B: それらは、あの台の上で修理されています。,A: 那个工厂的大型机器在哪里维修？B: 它们在那个台上维修。
387,台,3. 地名や建物名に使われる接頭語。,3. 用于地名或建筑名的前缀。,A: あなたは台北に行ったことがありますか？B: いいえ、まだ行ったことがありませんが、台北には行きたいです。,A: 你去过台北吗？B: 没有，但我还想去台北。
388,台所,1. 料理をする場所、キッチン,1. 做饭的地方、厨房,A: お腹が空いたな。B: 私が台所で何か作ってあげるよ。,A: 我肚子饿了。B: 我去厨房做点什么给你吃吧。
389,台所,2. 料理をすること、料理,2. 做饭，烹饪,A: あなたの台所にはどんな調味料がありますか？B: 塩、砂糖、しょうゆ、酢があるよ。,A: 你的厨房有哪些调料？B: 有盐、糖、酱油和醋。
390,名前,1. 人や物につける呼び名、称号,1. 给人或物起的名字、称号,A: あの人の名前を知っていますか？B: 知らないです。,A: 你知道那个人的名字吗？B: 不知道。
391,名前,2. 人を区別するために使われる、その人に関する言及のことば,2. 用来区分人的，与这个人有关的提及词汇,A: あの人の名前は何でしたっけ？B: 山田さんですよ。,A: 那个人叫什么名字来着？B: 是山田先生。
392,喉,1. 喉の部分。のど。,1. 喉部。喉咙。,A: 最近喉が痛くて、声が出にくいんだ。B: そうなの？早く病院に行った方がいいよ。,A: 最近喉咙疼，说话不太清楚。B: 是吗？你最好赶紧去看医生。
393,喉,2. 喉元。喉仏。,2. 喉咙的前部。喉结。,A: あの人って、喉のしわが深くて凛々しいよね。B: 確かに、喉仏が目立つから、声も迫力があるんだろう。,A: 那个人喉咙的皱纹很深，很有气势呢。B: 确实，喉结很明显，所以他的声音也很有力量。
394,図書室,1. 書籍を貸し出す施設,1. 图书借阅室,A: あなたはどこで勉強しているの？B: 図書室で勉強しているよ。,A: 你在哪里学习呢？B: 我在图书馆学习。
395,図書室,2. 図書館の部屋,2. 图书馆的房间,A: この建物には何があるの？B: 図書室と会議室があるよ。,A: 这个建筑里有什么？B: 有图书馆和会议室。
396,図書館,1. 本を貸し出す施設,1. 图书馆,A: 今日は図書館に行くつもりなんだ。B: いいね、私も借りたい本があるから一緒に行こう。,A: 今天我打算去图书馆。B: 好啊，我也有想借的书，我们一起去吧。
397,図書館,2. 本を集める場所、蔵書のある建物,2.藏书之处，藏书楼,A: この大学には広い図書館があるんだって。B: 本当に？調べてみよう。,A: 据说这个大学有一个很大的图书馆。B: 真的吗？我们来查一下。
398,土曜,1. 週の中で土曜日のこと,1. 指一周中的星期六,A: 今週末、何をするつもり？B: 土曜に友達と映画を見に行く予定だよ。,A: 这个周末你打算干什么？B: 我打算星期六和朋友一起去看电影。
399,土曜日,1. 週の中で、金曜日と日曜日の間にある曜日,1. 星期六,A: 今週末、何してるの？B: 土曜日に友達と遊ぶ予定だよ。,A: 这个周末你有什么计划？B: 打算星期六和朋友一起玩。
400,地下鉄,1. 地下に敷設された鉄道のこと。,1. 地铁。,A: 今日は地下鉄で出かけるの？B: はい、地下鉄で行きます。,A: 今天你要乘地铁去吗？B: 是的，我会坐地铁去。
401,地図,1. 地理的な情報を図形で表現したもの,1. 用图形表示地理信息的东西,A: 旅行に行く前に、地図で調べたほうがいいよ。B: そうだね、行きたい場所の場所を確認するためにも。,A: 出去旅游前最好查一下地图。B: 是啊，可以确认想去的地方在哪里。
402,場所,1. 物事がある、置かれる場所,1. 物品放置的位置,A: この花瓶をどこに置く？B: テーブルの上に置いて。,A: 这个花瓶该放在哪里？B: 放在桌子上。
403,場所,2. 建物や施設など、特定の目的や機能がある場所,2. 有特定目的和功能的建筑物或设施,A: 今晩はどこかいい場所に行こう。B: じゃあ、イタリアンのレストランに行こうよ。,A: 今晚去哪个好地方玩？B: 那我们去意大利餐厅吧。
404,場所,3. ある時期や状況における身分・立場・社会的な位置づけ,3. 特定时间或情况下的身份、地位和社会地位,A: 彼女は今、どんな場所にいるのかな。B: 大学院に進学したから、学生の身分だよ。,A: 她现在在什么地方呢？B: 她上了研究生，所以现在是学生身份。
405,夏,1. 夏季、暑い季節,1. 夏天、炎热的季节,A: 今年の夏は暑いね。B: 本当に暑い、エアコンが欠かせない。,A: 今年夏天真热啊。B: 真的很热，没有空调不行。
406,夏,2. 夏にすること、夏休み,2. 夏天的活动、暑假,A: 夏になると、よくフェスが開かれるね。B: そうだね、私も行ってみたいな。,A: 到了夏天经常会举办音乐节啊。B: 是啊，我也想去看看。
407,夏,2. 夏にすること、夏休み,2. 夏天的活动、暑假,A: 夏休みの予定は何？B: 海に行くつもりだよ。,A: 暑假有什么计划？B: 打算去海边。
408,夏休み,1. 夏の期間に学校や仕事を休む期間,1. 暑假,A: 夏休みの計画はもう立てた？B: まだだけど、旅行に行きたいな。,A: 暑假的计划已经定好了吗？B: 还没有，但我想去旅行。
409,夏休み,2. 夏の期間に行われるイベントや活動,2. 夏日活动,A: この町では夏休みに花火大会があるんだ。B: へえ、楽しそうだね。,A: 这个城市在暑假会举行烟花大会。B: 嗯，好像很有趣呢。
410,外,1. 外部の、外側の、表面の,1. 外部的、外面的、表面的,A: この箱の外側に何か書いてあるか見てくれない？B: ああ、ここに「壊れ物注意」って書いてあるよ。,A: 看看这个盒子的外面有没有写什么？B: 哦，这上面写着“易碎物品注意”。
411,外,2. 他国の、異質の,2. 他国的、异质的,A: あの人は外国人だね。B: そうだね、彼はアメリカ出身だよ。,A: 那个人是外国人。B: 是啊，他是美国人。
412,外,3. 外交の、国際的な,3. 外交的、国际的,A: 今日は外務省からの外交団が来日するんだって。B: そうだね、国際交流が盛んになってきたからね。,A: 今天会有外交团从外务省来访日本。B: 是啊，因为国际交流越来越频繁了。
413,多分,1. おそらく、たぶん,1. 可能、或许,A: 今日は雨が降るって天気予報で言ってたよね。B: 多分降ると思うよ。,A: 今天天气预报说要下雨。B: 可能会下雨吧。
414,多分,2. 大抵、普通、一般的に,2. 大概、通常、一般,A: このレストランはどう？B: 多分普通だよ。,A: 这个餐厅怎么样？B: 大概就是普通吧。
415,大丈夫,1. 安心していい、問題がない,1. 放心，没有问题,A: この問題は解決できるか心配だ。B: 大丈夫、私たちは一緒に働くことができるよ。,A: 我很担心这个问题能不能解决。B: 放心吧，我们可以一起工作。
416,大丈夫,1. 無事である、問題がない,1.没问题，平安无事,A: 大丈夫？何か困ってることがある？B: いや、大丈夫だよ。ありがとう。,A: 没问题吧？有遇到什么困难吗？B: 没有，没问题，谢谢。
417,大丈夫,2. 元気、調子が良い,2. 身体健康，状态良好,A: 今日は試験の日だよ、大丈夫？B: うん、昨日よく寝たから調子いいよ。,A: 今天是考试日，没问题吧？B: 嗯，因为昨天睡得好，身体状态很好。
418,大丈夫,2. 元気である、調子がいい,2. 精神状态良好，情况不错,A: この間、風邪を引いたって言ってたけど、もう大丈夫？B: はい、もう元気になりました。,A: 前段时间你说感冒了，现在没事了吗？B: 是的，现在已经康复了。
419,大丈夫,3. 了解、分かる,3. 知道、理解,A: 今日の会議、何時から始まるか大丈夫？B: ああ、9時からだよ。,A: 今天的会议，从几点开始呢？B: 哦，从9点开始。
420,大丈夫,3. 何事もなく過ごせる状態であること,3.度过平安无事的状态,A: 地震があったけど、うちの家族は大丈夫だったの？B: はい、大丈夫でした。,A: 地震发生了，你家人平安无事吧？B: 是的，没事。
421,大使館,1. 国家の外交使節を受け入れ、その代表としての外交活動を行う施設,1. 接受国家外交使节并作为代表进行外交活动的设施,A: 私たちは大使館でビザを申請する必要があります。B: そうですね。どの国のビザが必要ですか？,A: 我们需要在大使馆申请签证。B: 是的。需要申请哪个国家的签证？
422,大使館,2. 外国の国内において、自国民や自国企業の利益を守るための施設,2. 在外国境内为保护本国公民或本国企业利益而设立的机构,A: 外国人登録証を更新するには、大使館に行く必要がありますか？B: いいえ、役所に行くだけです。,A: 更新外国人登记证需要去大使馆吗？B: 不需要，只需去市政厅。
423,大切,1. 大事である、重要である,1. 重要，要紧,A: この仕事は大切だから、注意してやらなくてはいけない。B: 分かったよ。がんばるよ。,A: 这个工作很重要，所以必须注意做好。B: 我知道了。我会加油的。
424,大切,2. 丁重である、礼儀正しい,2. 严谨，有礼貌,A: あの人は話し方がとても大切だね。B: そうだね、いつも丁寧で礼儀正しいから。,A: 那个人说话的方式非常严谨。B: 是的，因为他总是非常礼貌。
425,大変,1. とても困難な、厳しい,1. 非常困难、严峻,A: 明日の試験は大変そうだね。B: そうだね、もう勉強しなきゃ。,A: 明天的考试好像很难啊。B: 是啊，我们得赶快复习了。
426,大変,1. 非常に困難である、手間がかかる,1. 非常困难，费事,A: この仕事、大変だよね。B: そうだね、でもがんばろう。,A: 这份工作真的很费事呢。B: 是啊，但我们要加油。
427,大変,2. 多くの仕事や問題に対処しなければならない,2. 面对许多工作或问题,A: 今日は大変だったな。B: そうだね、明日も同じくらい忙しくなるかも。,A: 今天真是忙啊。B: 是啊，明天可能也一样忙。
428,大変,2. 多量の、膨大な,2. 大量的，庞大的,A: 今日は大変な人出だね。B: そうだね、でも予想内だよ。,A: 今天人好多啊。B: 是啊，不过我们预料到了。
429,大変,3. 激しく、ひどい,3. 激烈、严重,A: 事故があったらしいよ。B: ええ、大変なことになったね。,A: 听说发生了事故。B: 是啊，变成了很严重的事情。
430,大好き,1. 非常喜欢、非常爱,1. 非常喜欢、非常爱,A: この歌手の曲、聞いたことある？B: ああ、知ってるよ。彼女の歌、大好きなんだ。A: 是吗？私も大好き。,A: 听说过这个歌手的歌吗？B: 嗯，知道。我非常喜欢她的歌。A: 是吗？我也非常喜欢。
431,大学,1. 大学教育機関,1.大学教育机构,A: どこの大学に通ってるの？B: ○○大学だよ。,A: 你在哪所大学就读？B: 我在○○大学。
432,大学,2. 大学時代、大学生活,2.大学时代、大学生活,A: 大学のとき、バイトしたことある？B: あるよ、コンビニでアルバイトしてた。,A: 你大学时打过工吗？B: 打过，我在便利店打工。
433,大学,2. 大学時代、大学生活,2.大学时代、大学生活,A: 大学のときに何を専攻してたの？B: 私は経済学を専攻してたよ。,A: 你大学时学了什么专业？B: 我学的是经济学。
434,大学生,1. 大学に在学中の学生,1. 在读大学的学生,A: 彼女は大学生で、英語が上手い。B: すごいね、私も英語が上手になりたい。,A: 她是大学生，英语很好。B: 真厉害，我也想变得英语很好。
435,大学生,2. 大学を卒業したばかりの人,2. 刚刚毕业的大学生,A: 新しい社員は誰？B: 大学生の山田さんです。A: 彼女はどんな仕事ができますか？B: コミュニケーションの能力が高く、プログラムの開発もできます。,A: 新员工是谁？B: 是新毕业的山田。A: 她能做什么工作？B: 她沟通能力很强，也能开发程序。
436,大学院,1. 大学の研究・教育を専門に行う大学の学部に相当する教育研究機関,1. 大学的研究/教育专业领域相当于大学的学部教育研究机构,A: 大学院に進むつもり？B: ええ、研究を続けたいから。,A: 打算去研究生院吗？B: 是的，因为想继续研究。
437,天気,1. 気象の状態を表す言葉。晴れ、曇り、雨など。,1. 描述气象状况的词语。如：晴天，多云，雨天等。,A: 今日は天気が良いね。B: そうだね、外で遊ぶには最適だね。,A: 今天天气很好啊。B: 是啊，对于外出玩耍来说非常适合。
438,天気,1. 気象の状態を表す言葉。晴れ、曇り、雨など。,1. 描述气象状况的词语。如：晴天，多云，雨天等。,A: 明日の天気予報はどうかな？B: 曇りがちだと言っていたよ。,A: 明天的天气预报怎么样啊？B: 说是多云的天气。
439,天気,2. 感情の様子、気分の様子,2. 描述情绪和心情的状态。,A: 今日のミーティング、上司の天気が悪かったね。B: そうだね、何かがあったのかもしれないね。,A: 今天的会议上，老板心情不好啊。B: 是啊，可能出了些事情吧。
440,天気,2. 感情の様子、気分の様子,2. 描述情绪和心情的状态。,A: 彼女の天気が悪いね。B: そうだね、最近忙しそうだし、ストレスがたまってるかもしれないね。,A: 她的情绪不好呢。B: 是啊，最近看起来很忙，可能积累了很多压力。
441,妻,1. 夫の結婚相手、配偶者。,1. 丈夫的结婚对象，配偶。,A: あなたの奥さんはどんな人ですか？B: 僕の妻はとても優しい人です。,A: 你的太太是个什么样的人？B: 我的妻子是个非常温柔的人。
442,妻,2. 妻の家族、妻方の親族。,2. 妻子的家庭，妻子一方的亲戚。,A: 今週末、妻の実家に行くんだ。B: いいなあ、私も妻の実家に行きたいなあ。,A: 这个周末要去妻子的家里。B: 多好啊，我也想去我老婆的家里。
443,姉さん,1. 姉の敬称,1. 姐姐的敬称,A: あの人は誰ですか？B: 私の姉さんです。,A: 那个人是谁？B: 是我的姐姐。
444,姉さん,1. 自分の姉を敬う呼び方,1. 尊称自己的姐姐的称呼,A: お姉さん、今日の晩ごはん何にしようか？B: ええと、何かお肉がいいかな。,A: 姐姐，今天晚上吃什么？B: 嗯，可能要吃点肉。
445,姉さん,2. 年上の女性の呼び方,2. 较年长女性的称呼,A: あの人はだれですか？B: あの人はお隣の姉さんです。,A: 那个人是谁？B: 那个人是邻居家的姐姐。
446,姉さん,2. 年上の女性を敬う呼び方,2. 尊称年长女性的称呼,A: あのお姉さん、本当に美人だね。B: そうだね、でも性格も優しいから素敵な人なんだよ。,A: 那个大姐真的很漂亮呢。B: 是啊，但她的性格也很好，所以她是一个很好的人。
447,始まる,1. 何かが始まる、開始すること,1. 开始，开始发生某事,A: 何時から会議が始まりますか？B: 9時からです。,A: 会议从什么时候开始？B: 从9点开始。
448,始まる,2. 何かの起点となる、始めとなること,2.成为某事的起点，开始的地方,A: この道を進むと、左側に公園が始まります。B: そうですね、ちょっと休憩しましょうか？,A: 沿着这条路走，左边就是公园的起点。B: 好呀，休息一下怎么样？
449,始める,1. 何かを開始する,1. 开始做某事,A: 今日から新しいダイエットを始めることにした。B: がんばってね！,A: 今天开始我决定开始新的减肥计划了。B: 加油！
450,始める,2. 始めとして何かをする,2. 先从做某事开始,A: このプロジェクトで何をすべきだと思いますか？B: 始めに目標を設定することが重要だと思います。,A: 您认为在这个项目中应该做些什么？B: 我认为首先设定目标很重要。
451,寝る,1. 眠る、寝床に入って休む,1. 睡觉，在床上休息,A: 昨日は何時に寝たの？B: 2時くらいに寝たよ。,A: 昨天你几点睡的？B: 大约两点左右。
452,寝る,2. 置く、置いておく,2. 放置，留下,A: 鞄どこに置いた？B: リビングに寝かせておいたよ。,A: 我的包包放在哪里了？B: 我把它放在客厅里了。
453,寺,1. 仏教の宗教施設で、僧侶が住んでいる建物,1. 住着僧侣的佛教宗教设施建筑,A: あの寺はとても古そうだね。B: そうだよ、この辺りの歴史を感じさせる場所だよ。,A: 那座寺庙看起来很古老啊。B: 是啊，这个地区有历史感的地方呢。
454,寺,2. 仏教の宗教施設全般を指す語,2. 指代佛教宗教设施的通用词汇,A: 今度の旅行で京都に行くんだけど、寺をたくさん回りたいな。B: そうだね、京都にはたくさんの有名な寺があるよ。,A: 下次旅行我想去京都，参观很多座寺庙。B: 对啊，京都有很多有名的寺庙呢。
455,小さい,1. 小さな、大きくない,1. 小的，不大的,A: この箱は小さいね。B: そうだね、でも中にはいろいろ入るよ。,A: 这个箱子好小啊。B: 是啊，不过里面还是能放很多东西的。
456,小さい,2. 少ない、量が少ない,2. 少的，数量少的,A: あの店のサイズが小さい服が好きだ。B: 私もそうだよ。,A: 那家店的尺码小的衣服我很喜欢。B: 我也是。
457,小さい,3. 年少、未成年の,3. 年轻，未成年的,A: 小さい頃、何がしたかった？B: 医者になりたかった。,A: 小的时候想做什么？B: 想当医生。
458,小さな,1. 小さい、ちっぽけな,1.小的，微小的,A: この部屋って小さすぎるね。B: そうだね、でも家賃が安いから我慢してるんだ。,A: 这个房间太小了。B: 是啊，但因为房租便宜所以我忍耐着。
459,小さな,2. 幼い、未成熟な,2.幼稚，不成熟的,A: 彼女はまだ小さな考え方をしてるね。B: そうだね、もう少し大人にならないと。,A: 她还有点幼稚呢。B: 是啊，必须再成熟一点。
460,少し,1. 多少、わずかに,1. 一点点，稍微,A: ちょっと待って、少し考えさせて。B: いいよ、ゆっくり考えて。,A: 稍等一下，让我想想。B: 好啊，慢慢想。
461,少し,2. すこしの間、しばらく,2. 一会儿，一段时间,A: 少し休憩しようか。B: そうだね、ちょっと休憩しよう。,A: 休息一下吧。B: 好啊，稍微休息一下吧。
462,少ない,1. 数量や程度が不足している、少ない,1. 数量或程度不足，少的,A: 今日の来場者は少なかったね。B: そうだね、天気が悪かったからかな。,A: 今天的来场者少了呢。B: 是啊，可能因为天气不好。
463,少ない,2. 頻度が少ない、まれな,2. 频率少，罕见,A: この動物園にはパンダがいるの？B: いるけど、見ることができるのは少ないよ。A: そうなんだ。B: でも、今日はラッキーだね！,A: 这个动物园有熊猫吗？B: 有，但是可以看到的机会很少。A: 是这样啊。B: 但是今天很幸运呢！
464,届く,1. 到着する、届けられる,1. 到达，被送达,A: この荷物はいつ届きますか？B: 明日の午前中に届けられる予定です。,A: 这个包裹什么时候到达？B: 预计明天上午送到。
465,届く,2. 心に届く、感銘を与える,2. 打动心灵，给人留下深刻印象,A: 昨日のコンサートはすごかった。B: 本当にね。歌手の歌声が心に届いたよ。,A: 昨天的音乐会太棒了。B: 真的。歌手的歌声感动了我的心。
466,履く,1. 足に靴などをはく,1. 穿鞋子在脚上,A: 今日は何を履いていく？B: スニーカーでいいかな。,A: 今天穿什么鞋子？B: 运动鞋可以吗。
467,履く,2. 身につける、着る,2. 穿上、穿戴,A: 明日のパーティーに何を履いていく？B: きれいなドレスを履くつもりだよ。,A: 明天的聚会穿什么？B: 打算穿漂亮的连衣裙。
468,席,1. 椅子、座席,1. 椅子，座位,A: もう一つ椅子が必要だね。B: そうだね、席を用意しておくよ。,A: 还需要一个椅子。B: 是的，我准备好座位了。
469,席,2. 人の立場、地位,2. 人的立场，地位,A: あの会議で彼は上席だったね。B: そうだね、立場が高い人が上席に座ることが多いよ。,A: 在那次会议中他是上席吧。B: 是的，在那种情况下通常地位高的人坐在上席。
470,年,1. 1年間、1回の太陽の周りの時間,1. 1年，即地球绕太阳公转一周的时间,A: あの人と初めて会ったのは去年の夏だった。B: そうだったんだ、もう1年経ったんだね。,A: 我第一次见到那个人是去年夏天。B: 是吗，时间已经过去了一年。
471,年,1. 1年間、1回の太陽の周りの時間,1. 1年，即地球绕太阳公转一周的时间,A: 来年は東京オリンピックが開催されるよ。B: 本当？もう4年も前に話題になってたけど、早いね。,A: 明年将举行东京奥运会。B: 真的吗？虽然4年前就有这个话题，但时间过得真快。
472,年,1. 1年間の期間,1.一年的时间,A: 来年の夏休みに、沖縄に行くつもりだ。B: いいね、私も行きたいな。,A: 我打算明年暑假去冲绳。B: 好啊，我也想去。
473,年,1. 1年間の期間,1. 一年的时间,A: 来年の誕生日は何歳になるの？B: 28歳になるよ。,A: 明年生日你几岁了？B: 我28岁了。
474,年,2. 年齢,2. 年龄,A: あの人、何歳くらいに見える？B: 30代くらいに見えるね。,A: 那个人看起来多大了？B: 看起来是30多岁。
475,年,2. 年齢,2. 年龄,A: あの人、何歳だと思う？B: 30代後半くらいかな？,A: 你觉得那个人多大了？B: 大概快40岁了吧。
476,年,2. 年齢,2. 年龄,A: この映画の主人公は何歳の役をしてるの？B: 35歳くらいのはずだよ。,A: 这部电影的主角扮演的是多少岁的角色？B: 应该是35岁左右。
477,年,2. 年齢、1歳を迎えるごとに加わる数字,2.年龄，每迈过1岁就增加1个数字,A: あの人、年を聞いた？B: いや、聞いてないけど、年より若く見えるよね。,A: 问了那个人的年龄吗？B: 没有，但是看上去比实际年龄年轻。
478,年,3. 年度、事業年度,3. 财政年度、业务年度,A: この会社の事業年度はいつからいつまでだったっけ？B: 4月1日から翌年の3月31日までだよ。,A: 这家公司的财政年度是从什么时候到什么时候的？B: 从4月1日到次年的3月31日。
479,年,3. 年度、経理・会計用語で1年間の期間,3. 年度，在财务和会计中指一年的期间,A: この会社の決算はいつなの？B: 毎年3月末で、4月から新しい年度が始まるよ。,A: 这家公司的财务报表是什么时候？B: 每年的3月底，新的财政年度从4月开始。
480,年,3. 年度、経理・会計用語で1年間の期間,3. 年度，在财务和会计中指一年的期间,A: この計画は今年度中に完成させるつもりだ。B: それなら、年度末まで計画通り進めないと間に合わないね。,A: 这个计划计划在今年内完成。B: 那么必须按计划推进，否则来不及了。
481,年,3. 習慣やしきたりで区切られた期間、または時代,3.按照习惯或传统划分的时间段或时代,A: 日本の干支って何でしょうか？B: 干支は、1年を十二支で区切ったもので、それぞれに動物があてられています。,A: 干支是什么？B: 干支是将1年分为12个支，每个支代表一种动物的划分。
482,年,4. 何年生まれか、生まれた年,4. 出生年份、出生年,A: 彼はどの年生まれなの？B: 1989年生まれだよ。,A: 他是哪一年出生的？B: 1989年出生的。
483,年,4. 回数を表す単位,4.表示次数的单位,A: 今年の漢字は「金」に決まったんだって。B: へえ、1年に1回だけだから、選ばれた漢字は大変なことだね。,A: 今年的汉字决定是“金”。B: 哦，因为每年只选一次，所以选中的汉字肯定很有意义。
484,店,1. 商品を売る場所、商店,1. 售卖商品的场所，商店,A: あの店、探してた洋服があるかもしれないよ。B: そうだね、今度行ってみよう。,A: 那家店里可能有你在找的衣服。B: 好的，下次去看看吧。
485,店,2. 飲食店、食堂,2. 餐厅、食堂,A: 今日のお昼、どこで食べようか？B: 近くに美味しい店があるよ、そこに行こうか。,A: 今天午餐吃哪里好呢？B: 附近有家好吃的店，我们去那里吃吧。
486,店員,1. 店で働く従業員。,1. 在商店工作的员工。,A: すみません、この商品の値段を教えてください。B: はい、店員にお尋ねいただけますか？,A: 对不起，请问这个商品的价格是多少？B: 好的，请问您可以问店员吗？
