,word,meaning_jp,meaning_cn,example_jp,example_cn
259,帽子,2. 役職、地位、責任などを表す場合がある。,2.有时用来表示职位、地位、责任等。,A: 彼はそのプロジェクトの帽子を被っているんだよ。B: そうなんだ、大変だね。,A: 他戴着那个项目的帽子。B: 是吗，那很辛苦呢。
260,平仮名,1. 日本語の仮名のうち、主にひらがなで書かれた文字。,1. 日本语假名中主要由平假名写成的文字。,A: この文章は漢字が多くて読みにくいね。B: そうだね、平仮名で書かれたら読みやすくなるよ。,A: 这篇文章的汉字太多了，很难读。B: 是啊，如果用平假名写就容易读了。
261,平仮名,2. 平たく書くこと。,2. 平铺直叙地写作。,A: このレポートは上司に見せるものだから、できるだけ平仮名で書いておこう。B: そうだね、分かりやすく書かないといけないからね。,A: 这份报告要给上司看，所以尽量用平假名写吧。B: 是的，必须写得易懂。
262,広い,1. 空間的に広い、広大な,1. 空间广阔的,A: この公園は広いね。B: そうだね、運動するにもいい場所だよ。,A: 这个公园很大啊。B: 是啊，是个运动的好地方。
263,広い,2. 数量や範囲が広い,2. 数量或范围广泛的,A: 彼の知識は広いね。B: そうだね、多岐にわたる知識を持ってるんだ。,A: 他的知识很广啊。B: 是啊，拥有丰富的多元化知识。
264,店,1. 商売をしている場所,1. 经商场所,A: この周辺にいい店があるかな？B: ええと、あそこのパン屋さんとか、あのカフェはどう？,A: 这附近有好的店吗？B: 嗯，那家面包店或者那家咖啡厅怎么样？
265,店,2. 飲食店の総称,2. 餐饮店的总称,A: 今晩はどこの店に行こうか？B: 何が食べたいの？和食ならあそこがオススメよ。,A: 今晚去哪家餐厅？B: 想吃什么？日本料理的话那家店不错。
266,弁当,1. ご飯やおかずなどを詰め合わせて持ち運びやすくしたもの,1. 一种方便携带的装有饭和小菜等的便当,A: 今日のお昼、弁当にする？B: いいね、何が入ってるの？,A: 今天午饭吃便当吧？B: 好啊，里面有什么？
267,弁当,1. ご飯やおかずなどを詰め合わせて持ち運びやすくしたもの,1. 一种方便携带的装有饭和小菜等的便当,A: 弁当屋でお弁当買ってくるから、何がいい？B: オムライスがいいな。,A: 我去便当店买个便当，你想要什么？B: 我想吃蛋包饭。
268,弁当,2. 偏見や意見の食い違いがあること,2. 观点和意见的分歧,A: 彼女と結婚したいんだけど、親に反対されている。B: そうか、それは弁当があるね。,A: 我想和女友结婚，但是父母反对。B: 噢，你们的观点不同啊。
269,引く,1. 物を自分の方に移動させる,1. 把物体向自己移动,A: この箱を引っ張ってくれますか？B: はい、どこに移動しますか？,A: 你能把这个箱子拉过来吗？B: 好的，要移到哪里？
270,引く,2. 電車やバスなどの乗り物を利用する,2. 乘坐电车、公共汽车等交通工具,A: 明日、東京へ引っ越すんだ。B: え、新幹線を使って引っ越すの？,A: 明天要搬到东京去。B: 嗯，你要乘坐新干线搬家吗？
271,引く,3. 感情・心理的なものを引き起こす、感じさせる,3. 引起情感、心理上的影响,A: あの映画は涙を引きました。B: そうなんだ、私も見たいなあ。,A: 那部电影引起了我的泪水。B: 是吗？我也想看看。
272,引く,4. 減算する,4. 减法,A: 50から20を引いてください。B: はい、30になります。,A: 请从50减去20。B: 好的，结果是30。
273,引く,5. 自分自身を引き下げる、自己に不利になる行動をする,5. 自我贬低、自己做出不利于自己的行为,A: 何で上司に嘘をついたの？B: ああ、私が間違えたことを指摘されて、自分を引いてしまったんだ。,A: 为什么对上司说谎了？B: 哦，因为被指出了我的错误，我有些自卑了。
274,弱い,1. 力が足りない、強くない,1. 没有力量，不强,A: 彼は体が弱いから、風邪を引きやすいよ。B: そうか、健康に気をつけないと。,A: 他身体虚弱，容易感冒。B: 是啊，得注意健康。
275,弱い,2. 力に抵抗できない、強く打たれやすい,2. 没有抵抗力，容易受到强击,A: サッカーで彼は弱い点があるね。B: そうだね、ボールを奪われやすい。,A: 他踢足球有弱点。B: 是啊，容易被对方抢球。
276,弾く,1. 楽器を演奏する,1. 演奏乐器,A: あの人、ギター上手いよね。B: そうそう、あの人が弾くのを聴きに行ったことあるけど、本当にすごかったよ。,A: 那个人的吉他弹得真好。B: 是啊，我去听过他弹过，真的非常棒。
277,弾く,2. 指で物をはじくように強くはじく,2. 用手指弹击物体使其弹起来,A: あのボールを弾いて、こっちに来るようにして。B: 分かった、やってみるよ。,A: 弹那个球，让它朝这边过来。B: 明白了，我试试。
278,弾く,3. バネなどによって跳ね返されるようにはじく,3. 被弹簧等反弹,A: この弾性体は、どのくらいまで弾くの？B: 約2倍ぐらいまで伸びます。,A: 这个弹性体可以弹多少？B: 大约可以伸展到2倍长。
279,待つ,1. ある場所・時間・状況にとどまって、何かが起こるのを待つ。,1. 停留在某个地方、时间或状况中等待某些事情发生。,A: あの人、まだ来ないのかな。B: ええ、もう少し待ちましょう。,A: 那个人还没来吗？B: 是的，我们再等一下吧。
280,待つ,2. 物事が進展するのを待つ。,2. 等待事情的进展。,A: 手術が終わるまで、待合室で待たなければならないんです。B: そうですね。気長に待ちましょう。,A: 必须在候诊室等待手术结束。B: 是的，我们要有耐心等待。
281,忘れる,1. あることや人を思い出せなくなる、記憶がなくなる,1. 忘记、失去记忆,A: 昨日の夕飯何食べたっけ？B: あ、忘れちゃった。,A: 昨天晚饭吃了什么来着？B: 啊，忘记了。
282,忘れる,2. あることをしないでいる、用事・約束などを思い出せずに居残る,2. 忘记做某事、忘记约定等而停留在原地,A: どうして待ってるの？B: あ、約束の時間を忘れてた。,A: 你为什么在等？B: 啊，我忘记了约定的时间。
283,息子,息子のような存在、自分が育てたものや守るべきもの,像儿子一样的存在、自己培养或需要保护的事物,A: あの人、私の仕事を妨げているんだけど…。B: そんな時は、まるで息子のように諭してあげるといいよ。,A: 那个人妨碍了我的工作，但是……B: 这种时候，就像对待儿子一样好好地规劝他吧。
284,息子,男の子の子供,男孩子的孩子,A: 彼女、もう息子が産まれたの？B: うん、元気な男の子よ。,A: 她的孩子已经出生了吗？B: 嗯，是个健康的男孩。
285,悪い,1. 良くない、不完全な、期待に反する,1. 不好、不完整、不符合期望,A: 今日は天気が悪いね。B: そうだね、傘を持って行った方がいいよ。,A: 今天天气不好呢。B: 是啊，最好带伞。
286,悪い,2. 悪意がある、邪悪な、不道徳な,2. 有恶意的、邪恶的、不道德的,A: あの人は本当に悪い人だ。B: そうだね、気をつけた方がいいよ。,A: 那个人真的很坏。B: 是啊，最好小心点。
287,悪い,3. 病気で体調が悪い,3. 生病了，身体不舒服,A: あの人、最近悪いみたいだね。B: そうだね、心配だな。,A: 那个人最近好像不太舒服。B: 是啊，有点担心。
288,悪い,4. 無礼な、失礼な,4. 不礼貌的、失礼的,A: あの人はとても悪い態度だったね。B: そうだね、もう二度と行かないよ。,A: 那个人的态度真的很不好。B: 是啊，不会再去了。
289,持つ,1. 手に取って持つ、抱える、持ち運ぶ,1. 拿在手里、抱着、携带,A: この荷物を持って、あのテーブルまで行ってください。B: はい、分かりました。,A: 拿着这个包裹，去那张桌子那里。B: 好的，我知道了。
290,持つ,2. 所有する、持っている状態にある,2. 拥有、处于拥有状态,A: あの人はお金持ちだよね。B: そうだね、彼女はたくさんの財産を持っているみたいだよ。,A: 那个人很有钱啊。B: 是啊，她好像拥有很多财产。
291,持つ,3. 保有する、維持する,3. 拥有、维持,A: 彼は誰かと一緒に暮らしていますか？B: いいえ、独り身で、一人暮らしをしています。A: それで、どうやって生活を持っているんですか？B: 小さな会社を持っていて、自分で働いています。,A: 他和谁一起生活吗？B: 不，他一个人住，独居。A: 那他怎么维持生计呢？B: 拥有一家小公司，靠自己工作。
292,指,1. 指先の部分、爪とつながる部分も含む,1. 手指的一端，包括连接指甲的部分,A: この指輪、素敵だね。B: ありがとう。この指にはめてもいい？,A: 这个戒指很漂亮啊。B: 谢谢。可以带在这个手指上吗？
293,指,2. 物事を指し示す行為,2. 指示物事的行为,A: この書類、どこに置いたっけ？B: あ、あそこにあるよ。A: あ、そこか。ありがとう、指してくれて。,A: 这份文件我放在哪里了来着？B: 喔，在那边。A: 喔，那里啊。谢谢你指出来。
294,指,3. 特定のことを指し示す代名詞としての「それ」の意味,3.作为指示特定事物的代词“那个”的意思,A: あの子、誰？B: あ、それは私の友達の娘さんよ。,A: 那个孩子是谁？B: 喔，那是我的朋友的女儿。
295,文,1. 詩や小説、論文などの文章全般,1.包括诗歌、小说、论文等的文章,A: この小説を読んだことがある？B: うん、面白い文だよね。,A: 你读过这本小说吗？B: 嗯，这篇文章很有意思。
296,文,2. 書き言葉、文語,2. 书面语、文言文,A: このテストは文章読解の問題が多いね。B: そうだね、文語の文章も出るみたいだから、しっかり勉強しよう。,A: 这个考试好像有很多文章阅读题。B: 是啊，好像还有文言文的文章，我们要好好学习。
297,料理,1. 食事の準備、調理をすること,1. 做饭、烹饪,A: 明日、一緒に料理しようよ。B: いいね！何を作る？,A: 明天一起来做饭吧。B: 好啊！做什么？
298,料理,2. 料理の種類、調理法、味付けなど,2. 菜肴种类、烹调方法、调味等,A: 最近、新しい料理を作りたいと思っているんだ。B: そうだね、私は最近韓国料理を作ってみたよ。,A: 最近想尝试做新菜。B: 是啊，我最近做了韩国菜。
299,旅行,1. 旅をすること,1.旅行,A: 最近、どこか旅行に行きたいな。B: 私も、久しぶりに海外旅行がしたいな。,A: 最近想去旅行。B: 我也想去一次海外旅行。
300,旅行,2. 商品やサービスを提供する企業が、その商品やサービスを試すために提供する旅行,2.企业提供给消费者以试用其产品或服务的旅行,A: 最近、ホテルのクチコミを書くために無料で旅行に行ける企画があるんだって。B: そうなんだ、それってどこのホテル？,A: 最近有一个免费旅行的活动，是为了写酒店的评论。B: 是吗？那个酒店在哪里？
301,日,1. 太陽のこと。,1. 太阳,A: 今日は日差しが強いね。B: そうだね、帽子をかぶった方がいいよ。,A: 今天阳光很强。B: 是啊，最好戴帽子。
302,日,2. 1日、1日間。,2. 一天,A: 明日は何の予定があるの？B: そうだね、明日は1日中勉強する予定だよ。,A: 明天有什么计划？B: 是啊，明天打算整天学习。
303,日,3. 日本のこと。,3. 日本,A: 日本に行ったことがある？B: うん、数回行ったことがあるよ。,A: 去过日本吗？B: 嗯，去过好几次了。
304,日,4. 日々、毎日のこと。,4. 每天,A: 何をして過ごしているの？B: 仕事が忙しいから、日々の生活を大切にしているよ。,A: 你都做些什么呢？B: 工作很忙，所以很珍惜每天的生活。
305,易しい,1. 簡単な、やさしい,1. 简单的，易懂的,A: この問題は易しいね。B: そうだね、すぐに解けそうだ。,A: 这个问题很简单。B: 是啊，很快就能解决。
306,易しい,2. 軽蔑的なニュアンスを含んで、甘えた態度、弱気、物わかりの良さを表す,2. 带有轻蔑的语气，表示软弱、懦弱或善解人意,A: 昨日の試合、負けちゃった。B: ええ、易しいこと言わないで。次は頑張れよ。,A: 昨天的比赛输了。B: 喂，别那么软弱。下次加油吧。
307,昼,1. 昼間、日中,1. 白天、白昼,A: 明日、昼に会える？B: はい、昼休みにどこかで待ち合わせしましょう。,A: 明天白天见面吗？B: 是的，在午休时间在哪里见面吧。
308,昼,2. 午後、日没前後の時間帯,2. 下午、日落前后的时间段,A: 昨日、何時に昼寝をしたの？B: 昼過ぎに30分ぐらい寝たよ。,A: 昨天你什么时候午睡的？B: 我在下午睡了大约30分钟左右。
309,昼休み,1. 昼食後の休憩時間,1. 午饭后的休息时间,A: 昼休み、どこに行く？B: うーん、公園でも行こうか？,A: 午休要去哪里？B: 嗯，去公园怎么样？
310,昼休み,2. 昼間の休み、午後の休憩,2. 白天的休息，下午的休息,A: 昼休みは何時間ありますか？B: 1時間です。,A: 午休有多长时间？B: 1小时。
311,昼御飯,1. 昼食、お昼ご飯,1. 午餐、午饭,A: 昼御飯は何が食べたい？B: ラーメンがいいな。,A: 中午想吃什么？B: 我想吃拉面。
312,晩御飯,1. 夕食、晩ごはん,1. 晚餐,A: 晩御飯何がいい？B: 寿司はどう？,A: 晚餐吃什么好呢？B: 寿司怎么样？
313,暇,1. 暇な時間、自由な時間,1. 闲暇时间，自由时间,A: 今日は何して過ごすの？B: 暇だから、家で本を読もうと思ってるんだ。,A: 今天要做什么呢？B: 无聊，想在家看看书。
314,暇,2. 仕事や勉強がない、暇な状態,2. 没有工作或学习的空闲状态,A: この日本語の勉強、大変そうだね。B: そうだね、でも今は暇だから、少し勉強しようかな。,A: 日语学习好像很难啊。B: 是啊，但现在没事，想学一会儿。
315,曜日,1. 週の中の7日間の名前,1.一周七天的名称,A: 明日は何曜日？B: 金曜日だよ。,A: 明天是星期几？B: 星期五。
316,有名,1. 人や物が広く知られている、名が知られた,1. 人或物广为人知，名字出名,A: このお店は美味しいと有名だよ。B: へえ、今度行ってみようかな。,A: 这家店很有名，美味。B: 哦，下次去尝尝吧。
317,有名,1. 広く知れ渡って名が知られている、名高い,1. 有名，闻名遐迩,A: 最近、有名な美術館に行ってきたよ。B: へえ、どんな作品があったの？,A: 最近去了一家有名的美术馆。B: 哦，那里展出了哪些作品？
318,有名,2. 名声がある、一定の評価を得ている,2. 有声望，得到一定评价,A: 彼は有名な音楽家だよ。B: そうなんだ、すごいね。,A: 他是个有名的音乐家。B: 是吗，真厉害。
319,有名,2. 多くの人々に知られている、評判がいい,2. 知名度高，声誉卓著,A: この店の料理はとても美味しいよ。B: そうなんだ、有名な店だね。,A: 这家餐厅的料理非常好吃。B: 是吗？这家餐厅很有名呢。
320,服,1. 衣服、着るもの,1. 衣服、穿着的东西,A: この服、似合うと思う？B: うん、似合ってるよ。,A: 这件衣服我适合吗？B: 嗯，很适合你。
321,服,2. 服従する、従う,2. 服从、顺从,A: 先生の指示には従わなくてはなりません。B: はい、分かりました。,A: 我们必须遵守老师的指示。B: 是的，我知道了。
322,木,1. 木材、木製品,1. 木材、木制品,A: このテーブルは木製なんだって。B: 木のぬくもりがあっていいね。,A: 这张桌子是木制的。B: 有木头的温暖感，很好。
323,木,2. 木のように硬く頑固な人、木っ端微塵にするような強い力,2. 像木头一样执拗固执的人，或是强大到可以将木头打成碎片的力量,A: 彼女はとても頑固だよね。B: そうだね、まるで木のように固いと言われるよ。,A: 她很执拗啊。B: 是啊，说她像一块木头一样顽固不化。
324,木,3. 木の実、木の実を付ける植物,3. 树果，可以结出树果的植物,A: この木の実、何の木の実だろう？B: それはクルミの実だよ。,A: 这是什么树的果子呢？B: 那是核桃。
325,木,4. 幹、木の本体,4. 树干、木本身的主体,A: あの木は背が高いね。B: そうだね、幹の太さもすごいよ。,A: 那棵树很高啊。B: 是啊，树干的粗细也很厉害。
326,木曜,1. 週の中の曜日の一つで、火曜日の後、水曜日の前の、四番目に位置する曜日,1.星期四,A: 来週の木曜日、都合はどう？B: ちょっと忙しいけど、なんとかなるよ。,A: 下周星期四方便吗？B: 有点忙，但是应该可以。
327,木曜日,週の中の第5日目にあたる曜日,周内的第五天,A: 今日は何曜日？B: 木曜日だよ。,A: 今天星期几？B: 是星期四。
328,本,1. 書物、出版物,1. 书籍、出版物,A: あの本、どこに置いたかな。B: 机の上にあるよ。,A: 那本书放在哪里了呢？B: 放在桌子上了。
329,本,1. 書物、出版物,1. 书籍、出版物,A: この本を読み終えたら、次は何を読もうかな。B: 私はこの作家の別の本をお勧めするよ。,A: 看完这本书后，我该读什么呢？B: 我推荐这个作家的另一本书。
330,本,1. 物の内部や本質。,1.物品内部或本质。,A: この本には、とても興味深い内容が書かれているよ。B: ほんとうに？読んでみたいな。,A: 这本书写了非常有趣的内容。B: 是吗？我想读一读。
331,本,1. 物事の本質、根本,1. 事物的本质、根本,A: この仕事の本は何ですか？B: 納期までに品質を保つことだよ。,A: 这项工作的本质是什么？B: 是在交货期限内保证质量。
332,本,2. 本物、真物,2. 真品、正宗的东西,A: このお土産、本物のお菓子なんですか？B: はい、本物のお菓子です。,A: 这个土特产是正宗的糖果吗？B: 是的，是正宗的糖果。
333,本,2. 本物、真物,2. 真品、正宗的东西,A: これは本物の腕時計ですか？B: はい、本物です。,A: 这是正品的手表吗？B: 是的，是正品。
334,本,2. 物事の中心部、主要な部分,2. 事物的中心部、主要部分,A: この論文の本はどこだと思う？B: 第2章と第3章だと思うよ。,A: 你觉得这篇论文的核心在哪里？B: 我觉得是第2章和第3章。
335,本,2. 量詞。書籍の数え方。,2.量词，用于书籍的计数。,A: 今日は何冊の本を読んだの？B: 5冊読んだよ。,A: 今天你读了几本书？B: 我读了5本。
336,本,3. 書物、出版物,3. 书籍、出版物,A: この本は面白そうだね。B: そうだね、是非読んでみたい。,A: 这本书看起来很有趣呢。B: 是啊，想一定要读一下。
337,本,3. 本来の、本質的な,3. 本来的、本质的,A: あなたは本来の目的を忘れていませんか？B: いいえ、忘れていませんよ。,A: 你没有忘记最初的目的吗？B: 没有，没有忘记。
338,本,3. 本来の、本質的な,3. 本来的、本质的,A: この建物の本来の用途は何でしたか？B: 工場だったと思います。,A: 这座建筑的本来用途是什么？B: 我想是工厂。
339,本,3. 根元、源、基礎。,3.根本、源头、基础。,A: あの会社の問題は何？B: 経営陣の姿勢が問題の本質なんだよ。,A: 那个公司有什么问题？B: 管理层的态度是问题的根源。
340,本屋,1. 書籍を販売する店、書店,1. 书店，销售书籍的商店,A: あの新しい本屋さんに行ってみたいな。B: 私も行きたい、いい本がたくさんあるって聞いたわ。,A: 我想去那家新书店看看。B: 我也想去，听说有很多好书。
341,本屋,2. 書店の従業員、または店長,2. 书店职员或店长,A: 今日の本屋の店長は誰？B: 福田さんだよ。,A: 今天的书店店长是谁？B: 是福田先生。
342,本当,1. 真実であること。,1. 是事实,A: あの噂、本当なの？B: ええ、本当だよ。,A: 那个谣言是真的吗？B: 是的，是真的。
343,本当,2. 本質的に正しい、偽りがない。,2. 基本上正确，没有谎言。,A: この本は本当におもしろいよ。B: ええ、作者は本当に才能があるね。,A: 这本书真的很有趣。B: 是啊，作者真的很有才华。
344,本当,3. 心から信じている。,3. 由内心相信。,A: あなたを信じてるよ。B: ありがとう、本当に。,A: 我相信你。B: 谢谢，真的。
345,本棚,1. 本を収納するための棚,1. 放置书籍的架子,A: 私、新しい本棚を買ったんだ。B: いいなぁ、私も欲しいな。,A: 我买了新书架。B: 真好，我也想要一个。
346,本棚,2. 多数の書籍がある場所,2. 放置多本书籍的场所,A: あの人、本棚に囲まれて本を読んでいるよ。B: 本が好きな人なんだね。,A: 那个人被书架包围着，正在读书。B: 他真是个喜欢看书的人。
347,来年,1. 次の年、来る年,1.明年、未来的一年,A: 来年の夏休みの予定はもう立てたの？B: まだだけど、海外旅行に行こうと思ってるんだ。,A: 你已经计划好了明年暑假的行程了吗？B: 还没有，但我想去海外旅行。
348,来年,2. 時間的に次の年、早ければ4月からも指す,2. 时间上的下一年，早则从4月开始,A: 来年の新学期から大学生だよね。B: そうだよ、4月から大学に通うよ。,A: 你从明年新学期开始就成为大学生了吧。B: 是的，我会从四月开始上大学。
349,来月,1. 次の月、来たる月,1. 下个月、即将到来的月份,A: 来月、旅行に行く予定なんだ。B: 本当？どこに行くの？,A: 下个月我打算去旅行。B: 真的吗？你去哪里？
350,来月,1. 次の月、来たる月,1. 下个月、即将到来的月份,A: 来月のイベントに参加するつもりだ。B: 私も行く予定だよ。,A: 我打算参加下个月的活动。B: 我也打算去。
351,来週,1. 翌週、次の週,1. 下周,A: 来週、会議は何時からですか？B: 午前10時からです。,A: 下周会议几点开始？B: 上午10点开始。
352,来週,2. 自分が今いる週の次の週,2. 下周,A: 来週の金曜日は暇ですか？B: はい、予定がありません。,A: 下周五有空吗？B: 是的，没有安排。
353,東,1. 東方、東の地域,1. 东方、东部地区,A: 東京ってどの方向にあるの？B: 東だよ。,A: 东京在哪个方向？B: 在东边。
354,東,2. 日本、特に東日本のこと,2. 日本，特别是日本东部地区的事情,A: 東に行ってみたい場所はある？B: はい、東京ディズニーランドに行ってみたいです！,A: 你有想去东边的地方吗？B: 是的，我想去东京迪士尼乐园！
355,東,3. 未来、先行き,3. 未来、前途,A: 今後の東京オリンピックについてどう思う？B: 東京が盛り上がるといいね！,A: 对于未来的东京奥运会你有什么想法？B: 希望东京能够热闹起来！
356,枚,1. 平らなものを数えるときに使う助数詞,1. 量扁平物的量词,A: この本は何枚？B: 三枚だよ。,A: 这本书有几张？B: 三张。
357,枚,2. 紙幣・切手などの枚数を数えるときに使う助数詞,2. 量纸币、邮票等的量词,A: 切手は何枚ありますか？B: 十枚あります。,A: 邮票有几张？B: 十张。
358,枚,3. 薄い板状のものを数えるときに使う助数詞,3. 量薄板状物的量词,A: このパンフレットは何枚？B: 五枚あるよ。,A: 这个手册有几张？B: 有五张。
359,横,1. 横幅、幅,1. 横幅、宽度,A: このテーブルの横は何センチ？B: 約60センチだよ。,A: 这张桌子的宽度是多少？B: 大约60厘米。
360,横,2. 横断する、横切る,2. 横穿、横跨,A: この道路は危険だから横断しないでね。B: 了解、信号待ちするよ。,A: 这条路很危险，所以不要横穿。B: 好的，我会等信号的。
361,横,3. 側面、横面,3. 侧面、横面,A: この建物の横には駐車場があるよ。B: そうなんだ、便利だね。,A: 这座建筑的旁边有停车场。B: 是啊，很方便呢。
362,欲しい,1. 自分のものにしたいと思う、手に入れたいと思う,1. 想要、希望得到,A: あの靴、すごくかわいいね。B: そうだね、私も欲しいな。,A: 那双鞋子真的很可爱。B: 是啊，我也想要。
363,欲しい,2. 望むこと、必要とすること,2. 渴望、需要,A: 何が欲しい？B: もっと自由な時間が欲しいな。,A: 你想要什么？B: 我想要更多自由的时间。
364,毎,1. 何かの度合いが、単位時間や周期などに重なる、繰り返される,1. 频繁地、每隔一段时间、每天、每周等的重复发生,A: 毎日何時に起きるの？B: 6時に起きてるよ。,A: 你每天几点起床？B: 我六点起床。
365,毎,2. 同じ行為を繰り返す,2. 反复做同样的事情,A: 彼は毎日同じ弁当を作っているらしいよ。B: それはマンネリじゃないの？,A: 他好像每天都做同样的便当。B: 那不是很单调吗？
366,毎,3. ある状況が常に続く様子を表す,3. 表示一种状况持续不断地发生,A: ここは毎年雪が降るんだ。B: へえ、すごいね。,A: 这里每年都会下雪。B: 哇，真不错。
367,毎年,1. 毎年、年々,1.每年，年年,A: 毎年正月は家族で集まります。B: いいですね、私も家族と一緒に過ごしたいです。,A: 每年正月我们都会和家人聚在一起。B: 那太好了，我也想和家人在一起度过。
368,毎年,2. 毎年決まって起こること、恒例の行事,2.每年都会发生的事情，惯例的活动,A: そろそろ花見の季節ですね。B: はい、毎年恒例の行事ですから、楽しみにしています。,A: 快到赏花的季节了。B: 是的，这是每年的惯例活动，我很期待。
369,毎日,1. 毎日繰り返される日々、日常的なこと,1. 每天重复的日常生活，平凡的事情,A: 最近、忙しい？B: うん、毎日忙しいよ。A: そうなんだ。B: でも、やりがいはあるから、頑張れるんだ。,A: 最近忙吗？B: 是啊，每天都很忙。A: 是吗。B: 但是因为有成就感，所以可以努力。
370,毎日,2. 毎日、日々のこと、日常生活の中であることが当たり前に起こること,2. 每天、日常生活中理所当然发生的事情,A: 毎日、何時に起きているの？B: 朝6時に起きているよ。A: 早いね！B: そうだね、毎日同じ時間に起きると、体が慣れてきたから、大丈夫なんだ。,A: 每天你几点起床？B: 我早上6点起床。A: 真早啊！B: 是啊，每天都同一时间起床，身体已经适应了，所以没问题。
371,毎晩,1. 毎日の夜、毎夜,1.每天晚上、每个晚上,A: 最近忙しいの？B: うん、毎晩残業してるんだ。,A: 最近很忙吗？B: 是的，每晚都加班。
372,毎月,1. 毎月、月々、毎月定期的に,1. 每月，月付，定期每月,A: この車の支払いはいくらですか？B: 毎月3万円です。,A: 这辆车的付款是多少？B: 每月3万日元。
373,毎月,2. 月ごとの、毎月の,2. 每月的,A: 彼女は毎月1回、髪を染めに行くんだって。B: そうなんだ、大変な出費だね。,A: 她每月染一次头发。B: 是啊，这是一笔不小的开支。
374,毎朝,1. 毎日の朝,1.每天早上,A: 毎朝何時に起きているの？B: だいたい６時半くらいに起きているよ。,A: 你每天早上几点起床？B: 大概六点半左右起床。
375,毎週,1. 1週間ごとに、毎週,1.每周一次，每周,A: 今日は何曜日ですか？B: 木曜日です。A: ああ、そうだね。毎週木曜日に会議があるから、忘れないようにしないと。B: そうだね。,A: 今天星期几？B: 星期四。A: 噢，是吗。我们每周四有个会议，要记得不要忘了。B: 是的。
376,水,1. 液体のうち、無色透明で味・匂いがなく、飲用・洗浄などに用いられるもの,1. 透明无色、没有味道和气味的液体，可用于饮用、清洁等,A: 水をください。B: はい、お冷の水ですか？お温かいお湯ですか？,A: 请给我一杯水。B: 好的，要冰水还是热水？
377,水,2. 水辺のこと。,2. 水边,A: 明日、川で水泳しようか？B: いいね、水が綺麗そうだし。,A: 明天我们去河里游泳好吗？B: 好啊，水看起来很清澈。
378,水,3. 雨水、雪水,3. 雨水、雪水,A: 今朝は水が降っているね。B: そうだね、傘持って行こう。,A: 今天早上下雨了。B: 是啊，我们带伞去吧。
379,水,4. 動機、切欠のこと。,4. 动机、原因,A: なんで彼が辞めたの？B: 水の問題らしいよ。,A: 他为什么辞职了？B: 好像是因为动机问题。
380,洋服,1. 西洋式の衣服、洋風の衣服,1. 西式衣服，洋装,A: 明日のパーティー、何を着ていく？B: 洋服を着て行くつもりだよ。,A: 明天的聚会你穿什么去？B: 我准备穿洋装去。
381,洋服,2. 洋風の服装、洋風のスタイル,2. 西式服装，西式风格,A: このお店の洋服は、とてもオシャレだよね。B: そうだね、洋服が好きな人にはたまらないお店だよ。,A: 这家店的西式服装非常时尚。B: 是啊，这家店对喜欢西式服装的人来说是一个不可错过的地方。
382,漫画,1. コマ割りにして、物語やギャグなどを絵で描いたもの。,1. 以画格子形式绘制的漫画，内容通常是故事或幽默。,A: この漫画、おもしろそうだね。B: そうだよ、映画化もされたんだよ。,A: 这个漫画好有趣啊。B: 是啊，还被改编成电影了。
383,漫画,2. （中国語でいう）卡通。,2. （用中文表达的）卡通。,A: あの子、漫画好きらしいよ。B: そうなんだ、じゃあ誕生日に漫画の本でもプレゼントしてあげたら？,A: 那个孩子好像喜欢看卡通。B: 是吗，那么生日的时候给他送一本卡通书怎么样？
384,火,1. 炎や燃え盛る状態,1. 火焰或熊熊火焰的状态,A: おばあちゃん、火がついてますよ。B: えっ！火事ですか？すぐ消しましょう。,A: 奶奶，火着了。B: 什么！着火了吗？快灭了它。
385,火,2. 火災、火事,2. 火灾，火警,A: この近くに火事があったらしいよ。B: えっ、大丈夫？すぐに消し止めたの？,A: 我听说这附近发生了火灾。B: 什么？没事吧？赶紧扑灭了吗？
386,火,3. 火花、スパーク,3. 火花、火花,A: キャンプファイヤーで火花が飛んでるよ。B: きれいだね、あの瞬間を写真に収めたいな。,A: 营火上火花四溅。B: 真漂亮，我想把那一刻拍下来。
387,火,4. 火力、熱量、発火力,4. 火力，热量，点火力,"A: このストーブの火力はどのくらいあるの？B: 1,500Wだよ。十分暖かくなるよ。",A: 这个炉子的火力有多强？B: 1500瓦，足够暖和了。
388,火,5. 激しい感情,5. 激烈的情感,A: あの二人の口論はもう火がついてるよ。B: 大丈夫かな？ちょっと引き止めておいたほうがいいかも。,A: 那两个人的争吵已经激化了。B: 会没事吗？最好制止一下。
389,焼きそば,1. 中華料理の一種で、麺を炒めたもの,1. 中式炒面料理,A: お腹がすいたなあ。B: じゃあ、外で焼きそばを食べに行こうよ。,A: 肚子饿了呢。B: 那我们去外面吃炒面吧。
390,焼きそば,1. 中華料理の一種で、麺を炒めたもの,1. 中式炒面料理,A: 焼きそばのレシピを教えて。B: 麺を茹でて、豚肉や野菜を炒めてから麺と一緒に炒めるだけだよ。,A: 教我炒面的做法吧。B: 先煮面，再把猪肉和蔬菜炒一下，最后加入面一起炒就可以了。
391,焼肉,1. 牛肉や豚肉、鶏肉などを炭火やガス火で焼いた料理,1. 炭火或煤气火烤制的牛肉、猪肉、鸡肉等菜肴,A: 今晩、焼肉に行かない？B: いいね、何時から行く？,A: 今晚去吃烤肉怎么样？B: 好啊，几点开始？
