,word,meaning_jp,meaning_cn,example_jp,example_cn
384,安心,1. 心配や不安を感じなくなること,1. 消除担忧和不安,A: 今回の旅行は安心して楽しめるね。B: そうだね、ホテルも予約済みだし。,A: 这次旅行可以放心地享受了。B: 是啊，酒店也预订好了。
385,安心,2. 自信を持っていること,2. 有自信,A: 今回のプレゼン、大丈夫？B: はい、スムーズにいくと安心しています。,A: 这次的演示可以吗？B: 是的，我有信心可以顺利进行。
386,家,1. 住宅、家屋,1.住宅，房屋,A: あの大きな家は誰の家だろう？B: あの家は、新しいお金持ちの家だよ。,A: 那个大房子是谁的家啊？B: 那是新富人家。
387,家,1. 住居、自宅,1. 住宅，家庭,A: 今日はうちに遊びに来てよ。B: ありがとう！どこに住んでるの？A: 渋谷のマンションだよ。,A: 今天来我家玩吧。B: 谢谢！你住在哪里？A: 住在涩谷的公寓里。
388,家,2. 一家、家族,2.家庭、家族,A: 彼は家族で何人家族だったかな？B: 彼は両親と弟と妹がいる、4人家族だよ。,A: 他的家庭有几口人啊？B: 他和父母还有一个弟弟和一个妹妹，是4人家庭。
389,家,2. 家族、世帯,2. 家庭，家族,A: あの人は家族構成はどうだろう？B: 妻と2人の子供がいるらしいよ。,A: 那个人家里有多少口人呢？B: 他好像有一个妻子和两个孩子。
390,家,3. 原籍、故郷,3. 籍贯，家乡,A: 彼女の家はどこ？B: 彼女の家は岡山県です。,A: 她家在哪里啊？B: 她的家在冈山县。
391,家,3. 職業や仕事の範囲、業種,3. 职业、工作范围、行业,A: 彼女の両親はどんな仕事をしているの？B: 父親は医者で、母親は弁護士だよ。どちらも法律の家系なんだ。,A: 她的父母做什么工作呢？B: 父亲是医生，母亲是律师。他们都是法律世家。
392,家,4. 種類、タイプ,4. 种类、类型,A: この食器の家はどこにありますか？B: この家は、キッチンの戸棚の中にあります。,A: 这个餐具的种类在哪里啊？B: 这种餐具在厨房的橱柜里。
393,家具,1. 家庭で使用する家屋内の備品,1. 家庭中使用的家具,A: この部屋には家具が少なすぎるね。B: そうだね、もっと買い足さないと。,A: 这个房间的家具太少了。B: 是啊，得多买点儿。
394,家具,2. ホテル、レストラン、劇場などの公共施設に置かれる備品,2. 放置于旅馆、餐厅、剧院等公共场所的家具,A: このレストランの家具、素敵だね。B: うん、高級感があって良いよね。,A: 这个餐厅的家具很漂亮啊。B: 是啊，感觉很高档。
395,家族,1. 家庭の親族や配偶者を含む集団,1. 包括家庭成员和配偶的集体,A: うちの家族は、毎週日曜日に映画を見に行くの。B: それって、楽しそうだね。,A: 我们家庭每周日去看电影。B: 看起来很有趣呢。
396,家族,1. 家庭の親族や配偶者を含む集団,1. 包括家庭成员和配偶的集体,A: 家族旅行の計画を立てたい。B: いいアイデアね！何処に行くつもり？,A: 我想制定家庭旅行计划。B: 好主意！打算去哪里？
397,家族,2. 同じ特性や背景を共有するグループ,2. 具有相同特性或背景的群体,A: このサークルの人たちは、みんな家族みたいに仲がいいんだ。B: そんなに仲がいいのは、うらやましいな。,A: 这个社团的人都像家人一样亲密。B: 这么亲密真羡慕。
398,家族,2. 同じ特性や背景を共有するグループ,2. 具有相同特性或背景的群体,A: 彼女は、同じ学校の友達と家族みたいな関係なんだって。B: そうなんだ。やっぱり友達は大切だね。,A: 她和同学的朋友们有着像家人一样的关系。B: 是啊，朋友确实很重要呢。
399,居酒屋,1. 日本式酒吧，提供小吃和饮料,1. 日式酒吧，提供小吃和饮料,A: 今晩、どこで飲みたい？B: 居酒屋で飲もうよ。,A: 今晚想在哪里喝酒？B: 去居酒屋喝吧。
400,川,1. 幅が狭く、流れが速い水路,1. 河流的一种，宽度较窄，流速较快,A: この川は水が綺麗だね。B: そうだね、この辺りの山から流れてきているんだよ。,A: 这条河的水很清澈啊。B: 是啊，是从这附近的山流下来的。
401,川,2. 大きな仕事、大きな出来事があること,2. 有大事情发生,A: あの社長、退職するって本当？B: うん、川が起こるようなことがあったみたいだよ。,A: 那位社长真的要退职了吗？B: 是的，好像发生了很大的事情。
402,帰り,1. 帰ること、帰宅すること,1. 回家、回去的行动,A: 何時に帰りたいですか？B: 6時頃に帰ります。,A: 想什么时候回家？B: 大概六点钟回。
403,帰り,2. 帰る途中、帰宅の途中,2. 回家途中、回去的过程,A: 今日の帰りは遅くなりそうだ。B: 大丈夫ですか？,A: 今天回去会晚吗？B: 你没事吧？
404,帰る,1. 家に戻る、帰宅する,1. 回家、回到住所,A: 何時に帰るの？B: 今日は早く帰るつもりだよ。,A: 你几点回家？B: 今天我打算早点回家。
405,帰る,2. 所属する場所に戻る,2. 回到所属的地方,A: どこに行くの？B: 職場に書類を取りに帰るつもりだよ。,A: 你去哪里？B: 我准备回公司取文件。
406,帰る,3. 元の状態や元の場所に戻る,3. 返回原来的状态或地方,A: この本、私が読み終わったらあなたに返すね。B: ありがとう、帰ってきたらもらうよ。,A: 这本书，我看完后会还给你的。B: 谢谢，等你回来我再拿吧。
407,幾つ,1. 何個かの数を問い合わせる,1. 询问某个数量,A: あなたの家族は幾つですか？B: 3人家族です。,A: 你家有几口人？B: 是三口人家庭。
408,幾つ,2. 年齢を問い合わせる,2. 询问年龄,A: あなたは幾つですか？B: 23歳です。,A: 你今年多大了？B: 23岁。
409,幾ら,1. どの程度の価値があるか,1. 价值有多少,A: この時計、幾らぐらいするの？B: ５万円くらいだよ。,A: 这个手表价值多少钱？B: 大约是5万日元。
410,幾ら,1. どれくらいの金額か、いくらか,1. 数量、价格,A: このスカート、いくら？B: 8000円です。,A: 这条裙子多少钱？B: 8000日元。
411,幾ら,1. 金銭の量や値段を尋ねる時に使われる疑問詞,1. 询问金钱数量或价格时使用的疑问词,A: この時計は幾らですか？B: 1万円です。,A: 这个手表多少钱？B: 1万日元。
412,幾ら,2. どの程度か、どのくらいか,2. 程度、多少,A: 彼女は日本語が上手ですか？B: 幾ら話せるようになったようです。,A: 她的日语好吗？B: 似乎可以说一些。
413,幾ら,2. どの程度の量や度合いを表す副詞,2. 表示数量或程度的副词,A: このカレーは辛いですか？B: ええ、幾ら辛いです。,A: 这咖喱辣吗？B: 是的，有点辣。
414,幾ら,2. 数量を尋ねる時に使用する,2. 用于询问数量,A: このリンゴ、幾ら欲しい？B: ３つほどでいいよ。,A: 这个苹果要多少钱？B: 三个左右就可以了。
415,弟,1. 兄弟姉妹の男性の末っ子,1. 兄弟姐妹中的最小男孩,A: 弟っていくつだっけ？B: うちの弟は今年で18歳になるよ。,A: 弟弟几岁了？B: 我弟弟今年18岁了。
416,弟,2. 年下の男性の呼び方,2. 称呼年龄比自己小的男性,A: あの人誰？B: あの人は私たちの部署の弟子だよ。,A: 那个人是谁？B: 那个人是我们部门的小伙子。
417,彼,1. 男性の人、男の人のこと,1. 男性，男人,A: 昨日、学校で誰かと話していたのは誰だった？B: 彼は新しい生徒で、まだ名前を覚えていない。,A: 昨天在学校你和谁说话了？B: 他是个新学生，我还没记住他的名字。
418,彼,2. 彼氏、恋人のこと,2. 男朋友、恋人,A: この写真の人は誰？B: 彼は私の彼氏だよ。,A: 这张照片里的人是谁？B: 他是我的男朋友。
419,彼女,1. 男性が愛する女性、恋人。,1. 男人所爱的女性、恋人。,A: あの人、彼女がいるって知ってた？B: 本当？誰だろう。,A: 你知道那个人有女朋友吗？B: 真的吗？不知道是谁。
420,彼女,2. 女性の友人、知人。,2.女性的朋友、熟人。,A: この写真は誰と一緒に撮ったの？B: 私の彼女と一緒に撮ったものよ。,A: 这张照片是和谁一起拍的？B: 是我和我的女性朋友一起拍的。
421,彼氏,1. 男性の恋人、交際相手,1.男友、恋人,A: 最近、彼氏と別れたんだ。B: 大丈夫？悲しいよね。,A: 最近和男友分手了。B: 没关系吗？这很难过吧。
422,彼氏,2. 男の子が好きな女の子,2.喜欢男孩子的女孩子,A: 私、彼氏とか全然興味ないんだよね。B: そうなの？私は彼氏がほしいな。,A: 我对男友之类的完全没有兴趣。B: 是吗？我想要男友。
423,後,1. 後ろの方、後方,1.后面，后方,A: あの人は誰？B: あの人は後ろの人ですよ。,A: 那个人是谁？B: 那个人是后面的人。
424,後,2. 以後、後日、後に,2.以后，未来，稍后,A: 今日はどうする？B: 今日はちょっと忙しいから、後にしようよ。,A: 今天怎么办？B: 今天有点忙，稍后再说吧。
425,後,3. あと、残り,3.剩余，余下,A: これ、あとどれくらい食べる？B: あと一口くらい。,A: 这个还剩下多少？B: 剩下一口左右。
426,後,4. 〜後、〜後に,4.在...后，之后,A: 会議は何時からですか？B: 午後3時からです。,A: 会议从几点开始？B: 下午3点开始。
427,後ろ,1. 後ろ側の方向、位置。,1. 后面的方向、位置。,A: 後ろにいる人に手を振ってみよう。B: どの人ですか？,A: 向后面的人挥手试试。B: 是哪个人？
428,後ろ,2. 後部、背面。,2. 后部、背面。,A: この写真、後ろ向きで撮ったからちょっと残念。B: ええ、せっかくの写真がね。,A: 这张照片是后面拍的，所以有点遗憾。B: 是啊，本来是很好的照片的。
429,後ろ,3. 後方、背後。,3. 后方、背后。,A: 後ろに誰かいると思わなかった？B: え、誰かいた？,A: 没想到后面有人吗？B: 嗯，有人吗？
430,忙しい,1. 何かをやる時間がなくて、多忙な状態である,1. 时间紧张，忙碌的状态,A: 最近、忙しそうだね。何をしているの？B: 仕事が忙しいんだ。,A: 最近看起来很忙啊，你在做什么？B: 工作很忙。
431,忙しい,2. 何かをしなくてはならず、手間がかかる状態である,2.需要做一些事情，需要花费时间的状态,A: 今日は何をする予定？B: ショッピングに行かなくちゃいけないんだ。めんどくさいなぁ。A: 忙しいね。B: うん、本当に。,A: 今天有什么计划？B: 必须去购物。好麻烦啊。A: 真是辛苦了。B: 是啊，真的。
432,思う,1. あることを心の中で考える、感じる,1. 思考、感受,A: 明日の予定は何にしようか？B: うーん、まだ考え中だけど、公園に行ってピクニックでもしたらどうかな？A: そう思うと、楽しそうだね。,A: 明天的计划怎么样呢？B: 嗯，还在考虑中，不过去公园野餐怎么样？A: 这样想的话，好像很有趣呢。
433,思う,2. 疑う、不信に思う,2. 怀疑、不相信,A: 彼の話って信じていいのかな？B: 私も少し疑っているけど、一応信じてあげたらどう思う？A: そうかもね。,A: 他的话可信吗？B: 我也有点怀疑，不过还是相信他怎么样？A: 也许是吧。
434,悲しい,1. 悲しい、悲しみを感じる,1. 悲伤，感到悲伤,A: どうしたの？顔色が悪いよ。B: 友達と喧嘩して、悲しい気持ちになったんだ。,A: 怎么了？脸色不好看。B: 我和朋友吵架了，感到很难过。
435,悲しい,2. つらい、苦しい,2. 痛苦的，难受的,A: 足が痛いの？B: うん、長時間歩いて、悲しいくらいに疲れたんだ。,A: 脚疼吗？B: 嗯，走了很长时间，感到痛苦地疲劳了。
436,愛,1. 深い感情を抱くこと、好むこと,1.深情、喜爱,A: あなたの好きな食べ物は何？B: イタリアンが大好きです。愛しています。A: そうなんだ。私も好きだよ。,A: 你最喜欢吃的食物是什么？B: 我非常喜欢意大利菜。我爱它。A: 哦是吗。我也喜欢。
437,愛,2. 思いやりや配慮を持って接すること,2.关爱、关心、照顾、体贴,A: 最近、病気になって寝込んでいる友達がいるんだ。B: そうなんだ、何か手伝えることはある？A: 詳しい状況を聞いてみて、少し話を聞いてあげることができるかもしれない。B: あなたは本当に優しいね。愛があるよね。,A: 最近有个朋友生病了在床上。B: 是吗，有什么能帮忙的吗？A: 也许可以听听详细情况，聊聊他/她的烦恼。B: 你真的很好。你真的很关心他/她。
438,押す,1. 手で力をかけて、物を前に進めたり、圧縮する,1. 用手施加力量，推动或压缩物体,A: このドア、開かないなあ。B: 押してみたら？,A: 这个门打不开啊。B: 试着推一下？
439,押す,2. 人を圧倒するような力で、ある方向に進める,2. 用压倒性的力量，将某人向某个方向推进,A: あのプロジェクト、期限までに終わるのか心配だ。B: 社長がみんなを押して、なんとかやり遂げようとしているよ。,A: 那个项目能否在期限之前完成真是令人担心。B: 总经理正在鼓动大家努力，争取完成。
440,押す,3. 物価などを上昇させるために、需要をかきたてるように働きかける,3. 通过刺激需求，使物价等上涨,A: 最近、コンビニのおにぎりが値上がりしたね。B: そうだね、需要が増えたからかも。,A: 最近便利店的饭团涨价了。B: 是啊，可能是因为需求增加了。
441,挨拶,1. あいさつすること,1.问候，打招呼,A: 今日は初めましてですね。挨拶をしましょう。B: はい、よろしくお願いします。,A: 今天是第一次见面吧，打个招呼吧。B: 好的，请多关照。
442,挨拶,2. ものごとのはじめのあいさつ,2.开始某件事情的问候,A: 新しいプロジェクトが始まったね。B: そうですね、挨拶から始めましょう。A: そうしよう。,A: 开始新的项目了呢。B: 是啊，让我们先打个招呼吧。A: 好的。
443,教える,1. 知識・技能・情報などを相手に教えること,1.教授知识、技能、信息等给对方的行为,A: この問題の解き方を教えてくれる？B: はい、もちろん教えますよ。,A: 你能教我这道题的解法吗？B: 当然可以教你。
444,教える,2. 相手がどうするべきかを伝えること,2.传达对方应该如何做,A: これはこう使うんだよ。B: ああ、そうなんだ。ありがとう、教えてくれて。,A: 这个要这样使用。B: 噢，原来是这样。谢谢你告诉我。
445,数,1. 数量を表す,1. 表示数量,A: この箱に何個りんごが入っていますか？B: 5個入っています。,A: 这个盒子里有几个苹果？B: 有5个。
446,数,2. 数字を数えること,2. 数数,"A: 1から10まで数えてごらんなさい。B: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10。","A: 从1数到10。B: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10。"
447,数,3. 多数の中から特定のものを数えること,3. 从众多物品中数出某个特定的物品,A: この店にはTシャツがいろいろありますね。B: はい、全部で20枚あります。A: 赤いTシャツは何枚ありますか？B: 5枚です。,A: 这家店有各种各样的T恤衫啊。B: 是的，一共有20件。A: 有多少红色的T恤衫？B: 有5件。
448,新しい,1. 直近に作られた、手に入れた、始まった等の意味を表す,1. 新的，刚获得或开始的,A: 最近、新しいアパートに引っ越したんだ。B: そうなんだ、どう？,A: 最近搬进了新公寓。B: 是吗？怎么样？
449,新しい,2. 見慣れない、変わったと感じる意味を表す,2. 新奇，令人感到不同寻常的,A: この本、すごく面白そうだよ。B: そうかな、新しいジャンルの小説だから、ちょっと不安だな。,A: 这本书看起来很有趣啊。B: 是吗？因为是新类型的小说，有点担心。
450,日,1. 一日の期間,1.一天的时间段,A: 今日は天気がいいね。B: はい、晴れているから気持ちいいね。,A: 今天天气好啊。B: 是啊，晴天感觉很好。
451,日,2. 太陽、太陽の光,2.太阳、阳光,A: 今日は暑いね。B: そうだね、太陽が強いからかも。,A: 今天好热啊。B: 是啊，可能是太阳太强了。
452,日,3. 日本,3.日本,A: 来週、日本に旅行するんだって。B: 本当？すごいね、日本はとても美しい国だよ。,A: 下周要去日本旅行啊。B: 真的吗？日本是个非常美丽的国家。
453,明るい,1. 光が強く、見通しがよく、明瞭である,1. 明亮、通透、清晰,A: この部屋は明るくて気持ちがいいね。B: そうだね、窓が大きくて光がたくさん入るから。,A: 这个房间很明亮，感觉不错。B: 是的，窗户很大，光线进得很多。
454,明るい,2. 気持ちが晴れやかで楽しい,2. 心情愉快、开朗,A: 最近、彼女は明るくないね。B: そうだね、何か悩みがあるのかもしれない。,A: 最近她看起来不太开心。B: 是啊，可能有什么烦心事吧。
455,明るい,3. 知識や情報が豊富で、分かりやすい,3. 知识或信息丰富，易于理解,A: この講義の先生は明るく説明してくれるから、分かりやすいよね。B: そうだね、私も授業が好きだよ。,A: 这门课的老师讲得很清楚易懂，让人容易理解。B: 是啊，我也很喜欢上这门课。
456,明るい,4. 朗らかで陽気である,4. 朗朗乾坤，开朗,A: 今日は明るい気分になれないな。B: そうだね、明日は晴れるから、明るい気持ちになろうよ。,A: 今天心情不太好。B: 是啊，明天会晴朗起来，让我们变得开朗点吧。
457,明日,1. 翌日、明後日の前日。,1.明天、后天的前一天。,A: 明日の天気はどうかな？B: 明日は晴れるみたいだよ。,A: 明天的天气怎么样呢？B: 明天好像会晴。
458,明日,2. 将来。,2.未来。,A: 明日のことは分からないよね。B: そうだね、今日を大切にしなきゃ。,A: 不知道明天会怎样呢。B: 是啊，得珍惜今天。
459,映画,1. 動画の一種で、物語を映像化したもの。,1. 一种视频，将故事可视化。,A: この前、新しい映画を見に行ったよ。B: え、どんな映画？A: アクション映画だったよ。,A: 前几天我去看了一部新电影。B: 哦，是什么电影？A: 是一部动作电影。
460,映画,2. 映画館。,2. 电影院。,A: 明日、映画に行こうよ。B: いいね、どこで見る？A: 近くの映画館で見ようよ。,A: 明天去看电影吧。B: 好啊，在哪里看？A: 在附近的电影院看吧。
461,映画館,1. 映画を上映する建物、施設,1. 放映电影的建筑、设施,A: 今日の予定は何かな？B: 映画館に行って新しい映画を見る予定だよ。A: いいね、どんな映画？B: ホラー映画だよ。,A: 今天有什么计划吗？B: 打算去电影院看新电影。A: 好啊，是什么电影？B: 是一部恐怖电影。
462,映画館,1. 映画を上映する建物、施設,1. 放映电影的建筑、设施,A: 昨日映画館で見た映画はどうだった？B: 感動的で、最高だったよ！A: それは良かったね。,A: 昨天在电影院看的电影怎么样？B: 很感人，太棒了！A: 那太好了。
463,暑い,1. 温度が高くて、体が不快な状態である,1. 高温，身体不适的状态,A: 今日は暑いね。B: そうだね、水分補給を忘れずにね。,A: 今天好热啊。B: 是啊，记得补充水分哦。
464,暑い,2. 気分が熱くなって、冷静さを失う状態である,2. 情绪激动，失去冷静的状态,A: 彼女は怒って暑くなったようだ。B: 彼女はよく感情をコントロールできないね。,A: 她好像生气了，情绪激动了。B: 她不太能控制自己的情绪。
465,暖かい,1. 温かい、体感温度が高い,1.暖和、体感温度较高,A: 外は寒そうだけど、中は暖かいね。B: そうだね、暖房をつけたから。,A: 外面看起来很冷，但里面很暖和。B: 是啊，开了暖气。
466,暖かい,2. 心地よい、人当たりがよく感じられる,2.舒适、感觉舒服,A: あの人はいつも暖かい雰囲気があるよね。B: そうだね、人当たりがいいんだろうね。,A: 那个人总是有一种温暖的氛围。B: 是啊，可能他待人接物比较好吧。
467,書く,1. ペンや筆で文字や図形などを書く,1. 用笔或笔写字或图形,A: 私は毎日日記を書いています。B: それは素晴らしい習慣ですね。,A: 我每天写日记。B: 那是一个好习惯。
468,書く,2. 文章や作品を書く,2. 写文章或作品,A: あなたは小説を書いたことがありますか？B: はい、書いたことがあります。,A: 你写过小说吗？B: 是的，我写过。
469,書く,3. 申し込みや報告書などを提出するために書く,3. 为了提交申请或报告书而写,A: この書類は書いた方がいいですか？B: はい、提出するために書いてください。,A: 需要写这个文件吗？B: 是的，请为了提交写下来。
470,月,1. 1か月間の期間、月の出来事,1.一个月的时间，月份的事件,A: 来月の計画は何ですか？B: 旅行に行くつもりです。A: そうですか、私も行きたいですね。,A: 下个月的计划是什么？B: 打算去旅行。A: 是吗，我也想去。
471,月,2. 月齢、満ち欠けする月,2.月相，盈亏变化的月亮,A: 満月の夜はいいですね。B: 本当に美しいですよね。,A: 满月的晚上真好啊。B: 真的很美。
472,月,3. 月のように美しいもの,3.美丽如月的东西,A: あの女の子は本当に美しいね。B: そうだね、月のように綺麗だよ。,A: 那个女孩真的很漂亮啊。B: 是啊，美丽得像月亮一样。
473,朝,1. 太陽が昇ってから昼間にかけての時間帯、午前,1. 太阳升起后到中午的时间段，上午,A: 今日は何時に起きる予定？B: 朝6時に起きるつもりだよ。,A: 今天计划几点起床？B: 打算早上6点起床。
474,朝,2. ある状態や方向へ向かうこと,2. 朝向某种状态或方向的行动,A: 彼はどっちに向かっている？B: 左の方向に朝向いているよ。,A: 他在朝哪个方向走？B: 他面向左边的方向。
475,朝御飯,1. 朝食、朝ごはん,1. 早餐,A: 朝御飯何にする？B: トーストと卵とヨーグルトにする。,A: 早餐吃什么？B: 吃面包、鸡蛋和酸奶。
476,案内,1. 案内すること、案内役,1. 指导、导游,A: この建物の案内をしてもらえますか？B: はい、案内します。,A: 能给我介绍一下这个建筑吗？B: 当然，我来指导。
477,案内,2. 案内されること、案内を受けること,2. 接受指导，被导游,A: 新宿駅の改札まで案内してもらえますか？B: はい、案内します。,A: 能给我指引一下到新宿车站的闸口吗？B: 当然，我来给你导游。
478,歌,1. 歌を歌う、歌唱する,1. 唱歌,A: あの人は本当に上手に歌が歌えるよね。B: そうだね、プロの歌手みたいだよ。,A: 那个人唱歌真的很好听。B: 是啊，像专业歌手一样。
479,歌,1. 歌を歌うこと,1. 唱歌,A: カラオケに行きたいんだけど、歌う曲がないんだよね。B: 私たちは一緒に歌おうよ。,A: 我想去唱卡拉OK，但是我没有想唱的歌曲。B: 我们一起唱吧。
480,歌,2. 歌の作品、楽曲,2. 歌曲、乐曲,A: この歌、とてもいいね。B: そうだね、有名な曲だよ。,A: 这首歌非常好听。B: 是啊，是一首著名的歌曲。
481,歌,2. 歌を作る、作詞作曲する,2. 创作歌曲,A: あなたは自分で歌を作ったことがありますか？B: はい、作詞作曲して自分で歌を制作しています。,A: 你有创作过自己的歌吗？B: 是的，我写词谱曲自己制作歌曲。
482,歌う,1. 歌を歌う,1.唱歌,A: 彼女はとても上手に歌うよね。B: そうだね、プロの歌手みたいだよ。,A: 她唱歌非常好听。B: 是啊，就像专业的歌手一样。
483,歌う,2. 鳴き声や音を出す,2.发出鸣叫或声音,A: あの鳥の鳴き声って聞いたことある？B: ああ、あの小鳥が歌っているように聞こえるね。,A: 听过那只鸟的叫声吗？B: 噢，听起来像是那只小鸟在唱歌。
484,歌手,1. 歌を歌う人、シンガー,1. 歌手、歌唱家,A: あの人は歌手を目指しているそうだよ。B: そうなんだ、彼の歌を聴いてみたいな。,A: 那个人似乎想成为一名歌手。B: 是吗，我想听听他唱歌。
485,歌手,1. 歌を歌う人、シンガー,1. 歌手、歌唱家,A: 彼女は有名な歌手だね。B: そうだよ。彼女の歌声は本当に美しい。,A: 她是一个著名的歌手。B: 是的。她的歌声真的很美。
486,歩く,1. 足を交互に動かして進むこと,1. 踏步前行,A: 駅まで歩いて行きましょう。B: いいですね、ちょうど運動にもなりますし。,A: 我们步行去车站吧。B: 好啊，这正好可以锻炼身体。
487,歩く,2. 歩みを進めること、進むこと,2.前进,A: 今後どのように歩んでいきたいですか？B: 常に前に進み続けたいです。,A: 您想以后怎样前进？B: 我希望一直朝前走。
488,池,1. 陸地上にできた、小さな淡水のため池,1. 陆地上的小淡水池塘,A: あそこに小さな池があるよ。B: ああ、あそこにはカエルが住んでいるんだって。,A: 那边有个小池塘。B: 啊，那里有青蛙住着呢。
489,池,2. 庭園や公園などに造られた、水をたたえた景観の一部となる水面,2. 庭院或公园中为景观的一部分而设计的蓄水面,A: この公園の池はとても美しいね。B: そうだね、魚もいるし、水鳥も来るんだよ。,A: 这个公园的池很漂亮啊。B: 是啊，还有鱼，还有水鸟来呢。
490,泳ぐ,水中で身体を動かすこと。,在水中运动身体。,A: あの子、泳ぎが上手だね。B: そうだね、毎日練習しているみたい。,A: 那个孩子游泳很好啊。B: 是啊，好像每天都在练习。
491,洗う,1. 汚れたものを水や洗剤などで清める,1. 用水或洗涤剂清洗脏东西,A: 今日は洗濯物を洗おうと思っているんだ。B: 洗濯機で洗う？手洗い？,A: 我想今天洗洗衣服。B: 用洗衣机洗？手洗？
492,洗う,2. 心や体を清める、浄化する,2. 净化心灵或身体,A: 神社で手を洗うのはなぜ？B: 手を洗うことで身体を清めるためだよ。,A: 在神社洗手是为什么？B: 洗手可以净化身体。
493,浴びる,1. お湯や水などを頭からかぶる,1. 往头上浇热水或冷水,A: 今日は髪を洗わないよ。B: そうだね、シャワーでちょっと浴びるだけでいいよ。,A: 今天不洗头。B: 是啊，只用淋浴淋一下就可以了。
494,浴びる,2. 雨や日光などに当たる,2. 暴露在雨或阳光下,A: あっ、急いでいたけど、雨に浴びちゃった。B: 大丈夫？傘持っていかなかったの？,A: 哎呀，虽然很着急，但我被雨淋了。B: 没关系吧？你没拿伞吗？
495,海,1. 水が広がっている場所、大きな湖や海洋,1. 水面广阔的地方，大湖或海洋,A: 今度の旅行は海に行こうよ。B: いいね！泳ぎたいな。,A: 这次旅行去海边吧。B: 好啊！我想游泳。
496,海,1. 水に面した地球の表面の大きな部分,1. 海洋,A: 夏休みにどこかに行く予定があるの？B: 海に行くつもりだよ。,A: 暑假有什么计划吗？B: 打算去海边。
497,海,2. 多くのものがある場所,2. 有很多东西的地方,A: あの市場は海があるから新鮮な魚がいっぱいあるよ。B: そうなんだ。今度行ってみようかな。,A: 那个市场有海，所以新鲜鱼很多。B: 是吗？我们下次去看看吧。
498,海,2. 海に面した地域,2. 海岸,A: 私たちの家は海の近くにあります。B: 本当に？海が見えるの？,A: 我们家靠近海边。B: 真的吗？能看到海吗？
499,海,3. 大勢や多くの人が集まること,3. 众多人群聚集的地方,A: 明日は海に行くんだよね？B: そうそう、花火大会があるから。A: ああ、海は賑わっているんだろうな。B: そうだね、多くの人で賑わっているよ。,A: 明天去海边对吧？B: 对啊，那里有烟火大会。A: 噢，那里应该很热闹吧。B: 对啊，有很多人。
500,温かい,1. 体温程度以上の程度で、ぬくもりを感じる状態,1. 暖和，有温度感,A: このお茶、温かいね。B: ええ、温度がちょうどいいよね。,A: 这茶暖和啊。B: 是啊，温度正好。
501,温かい,2. 感情や人柄が優しく、心地よい状態,2. 感情温和，人好心情舒畅,A: あの人、温かい人柄だよね。B: そうだね、誰にでも優しく接する人だよ。,A: 那个人人好心情舒畅呢。B: 是啊，是个对谁都很温和的人。
502,温泉,1. 地中から湧き出る温かい天然の湯,1. 自然涌出的温泉,A: 明日、温泉旅行に行こうよ。B: いいね、温泉って本当にリラックスできるよね。,A: 明天去泡温泉吧。B: 好啊，温泉真的能让人放松。
503,温泉,2. 温泉を利用した入浴施設,2. 利用温泉的浴场,A: この温泉、料金が高いけど、とても良さそう。B: そうなんだ、でも今日は時間がないから、次回来るときに入ってみよう。,A: 这个温泉的费用虽然贵，但好像很不错。B: 是啊，但今天没时间，下次来试试。
504,火,1. 燃えている炎や火を指す,1. 燃烧的火焰,A: テーブルに火がついているよ！B: すぐに消しましょう！,A: 桌子上着火了！B: 快去扑灭！
505,火,2. 火災、火事,2. 火灾,A: 隣のアパートが火事になったらしいよ。B: えっ、大丈夫かな？,A: 旁边的公寓似乎着火了。B: 啊，没事吧？
506,火,3. 熱、情熱、情熱的なもの,3. 热情、热心的事物,A: 彼女は音楽に火がついているよね。B: そうだね、本当に情熱的だよね。,A: 她真的很热爱音乐啊。B: 是啊，她真的很有热情。
507,火,4. 火山、マグマ,4. 火山、岩浆,A: 明日、山にハイキングに行くよ。B: 気をつけて、その山には火山があるからね。,A: 明天我们去山上徒步旅行。B: 小心点，那座山上有火山。
508,火事,1. 火災、火の出る事故,1. 火灾、着火事故,A: 駅の近くで火事があったって聞いたよ。B: えっ、大丈夫だったの？,A: 听说车站附近发生火灾了。B: 啊，没事吧？
509,火事,2. 熱烈な状態、活気のある状態,2. 热烈的状态、有活力的状态,A: このライブはすごく火事だね。B: そうだね、会場中が盛り上がってるよ。,A: 这场演唱会真的很火啊。B: 是啊，整个场馆都很热闹。
510,火曜,1.週の中の火曜日を指す,1.指周二,A: 今日は何曜日？B: 火曜日だよ。,A: 今天星期几？B: 是周二。
511,火曜日,1. 週の中の第3日で、月曜日の後、水曜日の前の曜日。,1. 指星期二，一周的第三天，紧接在星期一之后，在星期三之前。,A: 今日は何曜日？B: 火曜日だよ。,A: 今天星期几？B: 是星期二。
512,熱い,1. 温度が高い、熱を帯びている,1. 热的，带热的,A: このお茶、熱いよ。B: ちょっと待って、冷まそう。,A: 这茶太热了。B: 等一下，先冷却一下。
513,熱い,2. 熱心な、情熱的な,2. 热情的，有热情的,A: あの先生は生徒のために熱い人だね。B: はい、とても熱心な先生です。,A: 那位老师为学生付出了很多。B: 是的，他是一个非常热情的老师。
